Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.9099999999999999,0.4894616635257806
100% Corpus,9,0.31,symmetric,0.43696204484348855
100% Corpus,9,0.61,0.01,0.493423459722337
100% Corpus,9,0.61,0.31,0.4860446093959211
100% Corpus,9,0.61,0.61,0.5246060394151663
100% Corpus,9,0.61,0.9099999999999999,0.5418435102410805
100% Corpus,9,0.61,symmetric,0.48368466233433843
100% Corpus,9,0.9099999999999999,0.01,0.4936179931732958
100% Corpus,9,0.9099999999999999,0.31,0.5264993900449598
100% Corpus,9,0.9099999999999999,0.61,0.46052246046550027
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.5225476208698825
100% Corpus,9,0.9099999999999999,symmetric,0.5118405980975688
100% Corpus,9,symmetric,0.01,0.44467813821543
100% Corpus,9,symmetric,0.31,0.487211129631594
100% Corpus,9,symmetric,0.61,0.4985004702079244
100% Corpus,9,symmetric,0.9099999999999999,0.4904788871513735
100% Corpus,9,symmetric,symmetric,0.46698922393173004
100% Corpus,9,asymmetric,0.01,0.4137871905264919
100% Corpus,9,asymmetric,0.31,0.4639964561618454
100% Corpus,9,asymmetric,0.61,0.46143826812506133
100% Corpus,9,asymmetric,0.9099999999999999,0.513066858385542
100% Corpus,9,asymmetric,symmetric,0.4703094566769461
100% Corpus,10,0.01,0.01,0.4033239498201201
100% Corpus,10,0.01,0.31,0.4858009818041481
100% Corpus,10,0.01,0.61,0.4411081621839794
100% Corpus,10,0.01,0.9099999999999999,0.399504457130526
100% Corpus,10,0.01,symmetric,0.4536167654717226
100% Corpus,10,0.31,0.01,0.40016615608590217
100% Corpus,10,0.31,0.31,0.4457372779233645
100% Corpus,10,0.31,0.61,0.4450923712250618
100% Corpus,10,0.31,0.9099999999999999,0.44270562515698925
100% Corpus,10,0.31,symmetric,0.4729873448370812
100% Corpus,10,0.61,0.01,0.5080904651193883
100% Corpus,10,0.61,0.31,0.5082876705344309
100% Corpus,10,0.61,0.61,0.5582541575112051
100% Corpus,10,0.61,0.9099999999999999,0.5016349362585721
100% Corpus,10,0.61,symmetric,0.42416574702449206
100% Corpus,10,0.9099999999999999,0.01,0.5034006954672552
100% Corpus,10,0.9099999999999999,0.31,0.5196147292512354
100% Corpus,10,0.9099999999999999,0.61,0.4934439024980586
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.5121494376345435
100% Corpus,10,0.9099999999999999,symmetric,0.5070860220912063
100% Corpus,10,symmetric,0.01,0.4300501400070683
100% Corpus,10,symmetric,0.31,0.47174049514028704
100% Corpus,10,symmetric,0.61,0.4623569418346566
100% Corpus,10,symmetric,0.9099999999999999,0.4762406074634957
100% Corpus,10,symmetric,symmetric,0.48430379797769774
100% Corpus,10,asymmetric,0.01,0.42428159758558215
100% Corpus,10,asymmetric,0.31,0.49234703980924077
100% Corpus,10,asymmetric,0.61,0.4679883796847064
100% Corpus,10,asymmetric,0.9099999999999999,0.46474188131886296
100% Corpus,10,asymmetric,symmetric,0.4401607453362632
